"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 09 10:08:09 CST 2023","Tue May 09 10:08:26 CST 2023","17140","core.testcase","test_excel","","","","test_5[名称重复创建活动码]",""
"failed","Tue May 09 10:07:14 CST 2023","Tue May 09 10:07:28 CST 2023","14509","core.testcase","test_excel","","","","test_4[精准查询门店活动码]",""
"failed","Tue May 09 10:06:03 CST 2023","Tue May 09 10:06:20 CST 2023","16260","core.testcase","test_excel","","","","test_4[名称重复创建门店活动码]",""
"passed","Tue May 09 10:02:07 CST 2023","Tue May 09 10:02:17 CST 2023","10548","core.testcase","test_excel","","","","test_1[验证删除雷达渠道功能]",""
"passed","Tue May 09 10:01:33 CST 2023","Tue May 09 10:01:39 CST 2023","6030","core.testcase","test_excel","","","","test_1[验证输入不存在内容多条件查询]",""
"passed","Tue May 09 10:03:02 CST 2023","Tue May 09 10:03:08 CST 2023","6436","core.testcase","test_excel","","","","test_1[验证修改内容是否生效]",""
"passed","Tue May 09 10:07:43 CST 2023","Tue May 09 10:07:52 CST 2023","8988","core.testcase","test_excel","","","","test_4[删除门店活动码]",""
"passed","Tue May 09 10:01:14 CST 2023","Tue May 09 10:01:21 CST 2023","7287","core.testcase","test_excel","","","","test_1[检验输入框输入内容限制]",""
"passed","Tue May 09 10:04:26 CST 2023","Tue May 09 10:04:43 CST 2023","16141","core.testcase","test_excel","","","","test_3[模糊查询个人活动码]",""
"passed","Tue May 09 10:04:58 CST 2023","Tue May 09 10:05:17 CST 2023","18749","core.testcase","test_excel","","","","test_3[精准查询个人活动码]",""
"passed","Tue May 09 10:04:43 CST 2023","Tue May 09 10:04:58 CST 2023","15558","core.testcase","test_excel","","","","test_3[编辑个人活动码]",""
"passed","Tue May 09 10:03:26 CST 2023","Tue May 09 10:03:37 CST 2023","10393","core.testcase","test_excel","","","","test_2[验证席位管理主页导出功能]",""
"passed","Tue May 09 10:08:55 CST 2023","Tue May 09 10:09:11 CST 2023","15774","core.testcase","test_excel","","","","test_5[编辑活动码]",""
"passed","Tue May 09 10:08:39 CST 2023","Tue May 09 10:08:55 CST 2023","16578","core.testcase","test_excel","","","","test_5[模糊查询活动码]",""
"passed","Tue May 09 10:01:44 CST 2023","Tue May 09 10:01:49 CST 2023","4686","core.testcase","test_excel","","","","test_1[验证输入部分内容单条件模糊查询]",""
"passed","Tue May 09 10:10:11 CST 2023","Tue May 09 10:10:19 CST 2023","7508","core.testcase","test_excel","","","","test_6[删除人群包]",""
"passed","Tue May 09 10:04:14 CST 2023","Tue May 09 10:04:26 CST 2023","12014","core.testcase","test_excel","","","","test_3[必填项为空创建个人活动码]",""
"passed","Tue May 09 10:09:46 CST 2023","Tue May 09 10:09:58 CST 2023","11807","core.testcase","test_excel","","","","test_5[删除活动码]",""
"passed","Tue May 09 10:02:43 CST 2023","Tue May 09 10:03:02 CST 2023","19018","core.testcase","test_excel","","","","test_1[正常修改互动雷达]",""
"passed","Tue May 09 10:02:26 CST 2023","Tue May 09 10:02:35 CST 2023","8831","core.testcase","test_excel","","","","test_1[验证重置后查询]",""
"passed","Tue May 09 10:01:39 CST 2023","Tue May 09 10:01:44 CST 2023","5034","core.testcase","test_excel","","","","test_1[验证输入完整内容单条件查询]",""
"passed","Tue May 09 10:01:09 CST 2023","Tue May 09 10:01:14 CST 2023","5474","core.testcase","test_excel","","","","test_1[必填项为空创建互动雷达]",""
"passed","Tue May 09 10:03:17 CST 2023","Tue May 09 10:03:26 CST 2023","9219","core.testcase","test_excel","","","","test_1[验证互动雷达主页导出功能]",""
"passed","Tue May 09 10:05:17 CST 2023","Tue May 09 10:05:34 CST 2023","17235","core.testcase","test_excel","","","","test_3[活动码名称不存在查询个人活动码]",""
