"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 26 10:51:10 CST 2023","Fri May 26 10:51:14 CST 2023","3690","core.testcase","test_excel","","","","test_6[二次模糊查询人群包]",""
"passed","Fri May 26 10:48:11 CST 2023","Fri May 26 10:48:19 CST 2023","8764","core.testcase","test_excel","","","","test_4[删除门店活动码hq]",""
"passed","Fri May 26 10:41:55 CST 2023","Fri May 26 10:42:02 CST 2023","6983","core.testcase","test_excel","","","","test_1[验证雷达数据条件查询下拉列表不显示已删除雷达渠道选项]",""
"passed","Fri May 26 10:52:49 CST 2023","Fri May 26 10:52:58 CST 2023","9140","core.testcase","test_excel","","","","test_8[用户流失列表不存在内容查询hq1]",""
"passed","Fri May 26 10:47:51 CST 2023","Fri May 26 10:48:11 CST 2023","19560","core.testcase","test_excel","","","","test_4[活动码名称不存在查询门店活动码hq]",""
"passed","Fri May 26 10:42:36 CST 2023","Fri May 26 10:42:40 CST 2023","4868","core.testcase","test_excel","","","","test_1[验证修改内容是否生效]",""
"passed","Fri May 26 10:41:14 CST 2023","Fri May 26 10:41:19 CST 2023","4782","core.testcase","test_excel","","","","test_1[验证输入不存在内容多条件查询]",""
"passed","Fri May 26 10:51:02 CST 2023","Fri May 26 10:51:10 CST 2023","8050","core.testcase","test_excel","","","","test_6[删除后重新创建人群包]",""
"failed","Fri May 26 10:52:10 CST 2023","Fri May 26 10:52:21 CST 2023","11132","core.testcase","test_excel","","","","test_7[用户列表重置后查询hq]",""
"passed","Fri May 26 10:51:59 CST 2023","Fri May 26 10:52:10 CST 2023","11088","core.testcase","test_excel","","","","test_7[用户列表不存在内容查询hq]",""
"passed","Fri May 26 10:50:18 CST 2023","Fri May 26 10:50:28 CST 2023","9906","core.testcase","test_excel","","","","test_5[删除活动码hq]",""
"passed","Fri May 26 10:42:47 CST 2023","Fri May 26 10:42:56 CST 2023","8495","core.testcase","test_excel","","","","test_1[验证互动雷达主页导出功能]",""
"failed","Fri May 26 10:53:16 CST 2023","Fri May 26 10:53:22 CST 2023","5369","core.testcase","test_excel","","","","test_9[用户信息主页输入不存在信息查询hq]",""
"passed","Fri May 26 10:52:21 CST 2023","Fri May 26 10:52:28 CST 2023","7127","core.testcase","test_excel","","","","test_8[用户流失列表精确查询hq]",""
"passed","Fri May 26 10:50:56 CST 2023","Fri May 26 10:51:02 CST 2023","5478","core.testcase","test_excel","","","","test_6[删除人群包]",""
"passed","Fri May 26 10:52:58 CST 2023","Fri May 26 10:53:10 CST 2023","11908","core.testcase","test_excel","","","","test_9[用户信息主页精确查询hq]",""
"passed","Fri May 26 10:48:19 CST 2023","Fri May 26 10:48:40 CST 2023","20642","core.testcase","test_excel","","","","test_5[正常创建活动码hq]",""
"passed","Fri May 26 10:43:46 CST 2023","Fri May 26 10:44:03 CST 2023","17532","core.testcase","test_excel","","","","test_2[验证席位管理主页完全导出功能hq]",""
"passed","Fri May 26 10:47:05 CST 2023","Fri May 26 10:47:20 CST 2023","14909","core.testcase","test_excel","","","","test_4[模糊查询门店活动码hq]",""
"passed","Fri May 26 10:41:08 CST 2023","Fri May 26 10:41:14 CST 2023","5592","core.testcase","test_excel","","","","test_1[验证输入部分内容多条件查询]",""
"passed","Fri May 26 10:51:29 CST 2023","Fri May 26 10:51:34 CST 2023","5711","core.testcase","test_excel","","","","test_6[批量删除人群包]",""
"broken","Fri May 26 10:46:33 CST 2023","Fri May 26 10:47:05 CST 2023","31858","core.testcase","test_excel","","","","test_4[必填项为空创建门店活动码hq]",""
"passed","Fri May 26 10:42:15 CST 2023","Fri May 26 10:42:36 CST 2023","20555","core.testcase","test_excel","","","","test_1[正常修改互动雷达]",""
"failed","Fri May 26 10:51:51 CST 2023","Fri May 26 10:51:58 CST 2023","7768","core.testcase","test_excel","","","","test_7[用户列表部分内容模糊查询hq]",""
"passed","Fri May 26 10:40:54 CST 2023","Fri May 26 10:40:58 CST 2023","3625","core.testcase","test_excel","","","","test_1[必填项为空创建互动雷达]",""
"passed","Fri May 26 10:40:44 CST 2023","Fri May 26 10:40:54 CST 2023","9826","core.testcase","test_excel","","","","test_1[二次创建互动雷达]",""
"passed","Fri May 26 10:53:10 CST 2023","Fri May 26 10:53:16 CST 2023","6346","core.testcase","test_excel","","","","test_9[用户信息主页模糊查询hq]",""
"passed","Fri May 26 10:41:19 CST 2023","Fri May 26 10:41:23 CST 2023","4229","core.testcase","test_excel","","","","test_1[验证输入完整内容单条件查询]",""
"passed","Fri May 26 10:49:38 CST 2023","Fri May 26 10:49:55 CST 2023","16557","core.testcase","test_excel","","","","test_5[精准查询活动码hq]",""
"passed","Fri May 26 10:44:46 CST 2023","Fri May 26 10:45:01 CST 2023","14943","core.testcase","test_excel","","","","test_3[模糊查询个人活动码hq]",""
"failed","Fri May 26 10:48:40 CST 2023","Fri May 26 10:48:57 CST 2023","17143","core.testcase","test_excel","","","","test_5[名称重复创建活动码hq]",""
"passed","Fri May 26 10:53:22 CST 2023","Fri May 26 10:53:30 CST 2023","8111","core.testcase","test_excel","","","","test_9[用户信息主页重置后查询hq]",""
"passed","Fri May 26 10:39:58 CST 2023","Fri May 26 10:40:34 CST 2023","36256","core.testcase","test_excel","","","","test_1[正常创建互动雷达]",""
