"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 26 11:23:27 CST 2023","Fri May 26 11:23:45 CST 2023","18076","core.testcase","test_excel","","","","test_5[正常创建活动码hq]",""
"passed","Fri May 26 11:26:33 CST 2023","Fri May 26 11:26:39 CST 2023","6576","core.testcase","test_excel","","","","test_6[批量删除人群包]",""
"passed","Fri May 26 11:22:26 CST 2023","Fri May 26 11:22:43 CST 2023","16304","core.testcase","test_excel","","","","test_4[编辑门店活动码hq]",""
"passed","Fri May 26 11:27:33 CST 2023","Fri May 26 11:27:40 CST 2023","6837","core.testcase","test_excel","","","","test_8[用户流失列表模糊查询hq]",""
"passed","Fri May 26 11:27:06 CST 2023","Fri May 26 11:27:14 CST 2023","8405","core.testcase","test_excel","","","","test_7[用户列表不存在内容查询hq]",""
"passed","Fri May 26 11:26:56 CST 2023","Fri May 26 11:27:06 CST 2023","9616","core.testcase","test_excel","","","","test_7[用户列表部分内容模糊查询hq]",""
"passed","Fri May 26 11:20:00 CST 2023","Fri May 26 11:20:20 CST 2023","20233","core.testcase","test_excel","","","","test_3[编辑个人活动码hq]",""
"passed","Fri May 26 11:24:52 CST 2023","Fri May 26 11:25:08 CST 2023","15617","core.testcase","test_excel","","","","test_5[精准查询活动码hq]",""
"failed","Fri May 26 11:21:22 CST 2023","Fri May 26 11:21:39 CST 2023","17303","core.testcase","test_excel","","","","test_4[名称重复创建门店活动码hq]",""
"passed","Fri May 26 11:19:04 CST 2023","Fri May 26 11:19:18 CST 2023","14425","core.testcase","test_excel","","","","test_3[正常创建个人活动码]",""
"passed","Fri May 26 11:21:06 CST 2023","Fri May 26 11:21:22 CST 2023","15469","core.testcase","test_excel","","","","test_4[正常创建门店活动码hq]",""
"passed","Fri May 26 11:22:10 CST 2023","Fri May 26 11:22:26 CST 2023","15996","core.testcase","test_excel","","","","test_4[模糊查询门店活动码hq]",""
"passed","Fri May 26 11:27:14 CST 2023","Fri May 26 11:27:26 CST 2023","11992","core.testcase","test_excel","","","","test_7[用户列表重置后查询hq]",""
"passed","Fri May 26 11:25:49 CST 2023","Fri May 26 11:25:55 CST 2023","6030","core.testcase","test_excel","","","","test_6[创建空标签人群包]",""
"passed","Fri May 26 11:17:42 CST 2023","Fri May 26 11:17:48 CST 2023","6094","core.testcase","test_excel","","","","test_1[验证删除修改后的互动雷达功能]",""
"passed","Fri May 26 11:20:42 CST 2023","Fri May 26 11:20:58 CST 2023","16183","core.testcase","test_excel","","","","test_3[活动码名称不存在查询个人活动码hq]",""
"passed","Fri May 26 11:16:10 CST 2023","Fri May 26 11:16:16 CST 2023","6231","core.testcase","test_excel","","","","test_1[检验输入框输入内容限制]",""
"failed","Fri May 26 11:19:18 CST 2023","Fri May 26 11:19:33 CST 2023","15071","core.testcase","test_excel","","","","test_3[名称重复创建个人活动码hq]",""
"passed","Fri May 26 11:16:38 CST 2023","Fri May 26 11:16:46 CST 2023","8289","core.testcase","test_excel","","","","test_1[验证添加雷达渠道功能]",""
"passed","Fri May 26 11:17:38 CST 2023","Fri May 26 11:17:42 CST 2023","4092","core.testcase","test_excel","","","","test_1[验证修改内容是否生效]",""
"passed","Fri May 26 11:16:20 CST 2023","Fri May 26 11:16:26 CST 2023","5267","core.testcase","test_excel","","","","test_1[验证输入部分内容多条件查询]",""
"passed","Fri May 26 11:16:46 CST 2023","Fri May 26 11:16:53 CST 2023","6641","core.testcase","test_excel","","","","test_1[验证雷达数据条件查询下拉列表显示雷达渠道选项]",""
"passed","Fri May 26 11:16:53 CST 2023","Fri May 26 11:17:01 CST 2023","8149","core.testcase","test_excel","","","","test_1[验证删除雷达渠道功能]",""
"passed","Fri May 26 11:24:01 CST 2023","Fri May 26 11:24:16 CST 2023","15443","core.testcase","test_excel","","","","test_5[必填项为空创建活动码hq]",""
"passed","Fri May 26 11:19:45 CST 2023","Fri May 26 11:20:00 CST 2023","14568","core.testcase","test_excel","","","","test_3[模糊查询个人活动码hq]",""
"passed","Fri May 26 11:14:55 CST 2023","Fri May 26 11:15:34 CST 2023","38238","core.testcase","test_excel","","","","test_1[正常创建互动雷达]",""
"passed","Fri May 26 11:15:49 CST 2023","Fri May 26 11:16:06 CST 2023","16572","core.testcase","test_excel","","","","test_1[二次创建互动雷达]",""
"passed","Fri May 26 11:17:57 CST 2023","Fri May 26 11:18:13 CST 2023","16105","core.testcase","test_excel","","","","test_2[席位管理主页精确查询]",""
"passed","Fri May 26 11:18:29 CST 2023","Fri May 26 11:18:46 CST 2023","16907","core.testcase","test_excel","","","","test_2[验证席位管理主页条件查询导出功能hq]",""
"passed","Fri May 26 11:26:39 CST 2023","Fri May 26 11:26:48 CST 2023","9097","core.testcase","test_excel","","","","test_7[用户列表精确查询hq]",""
"passed","Fri May 26 11:27:54 CST 2023","Fri May 26 11:28:04 CST 2023","10027","core.testcase","test_excel","","","","test_8[用户流失列表不存在内容查询hq1]",""
"failed","Fri May 26 11:28:19 CST 2023","Fri May 26 11:28:26 CST 2023","6675","core.testcase","test_excel","","","","test_9[用户信息主页输入不存在信息查询hq]",""
"passed","Fri May 26 11:19:35 CST 2023","Fri May 26 11:19:45 CST 2023","10374","core.testcase","test_excel","","","","test_3[必填项为空创建个人活动码hq]",""
"passed","Fri May 26 11:27:47 CST 2023","Fri May 26 11:27:54 CST 2023","7133","core.testcase","test_excel","","","","test_8[用户流失列表不存在内容查询hq0]",""
"passed","Fri May 26 11:25:34 CST 2023","Fri May 26 11:25:49 CST 2023","14454","core.testcase","test_excel","","","","test_5[删除活动码创建的门店和个人活动码hq]",""
"passed","Fri May 26 11:16:06 CST 2023","Fri May 26 11:16:10 CST 2023","3763","core.testcase","test_excel","","","","test_1[必填项为空创建互动雷达]",""
"passed","Fri May 26 11:24:37 CST 2023","Fri May 26 11:24:52 CST 2023","15526","core.testcase","test_excel","","","","test_5[编辑活动码hq]",""
"passed","Fri May 26 11:23:16 CST 2023","Fri May 26 11:23:27 CST 2023","10566","core.testcase","test_excel","","","","test_4[删除门店活动码hq]",""
"passed","Fri May 26 11:23:00 CST 2023","Fri May 26 11:23:16 CST 2023","16395","core.testcase","test_excel","","","","test_4[活动码名称不存在查询门店活动码hq]",""
"passed","Fri May 26 11:17:08 CST 2023","Fri May 26 11:17:14 CST 2023","6922","core.testcase","test_excel","","","","test_1[验证重置后查询]",""
"passed","Fri May 26 11:27:26 CST 2023","Fri May 26 11:27:33 CST 2023","7110","core.testcase","test_excel","","","","test_8[用户流失列表精确查询hq]",""
"passed","Fri May 26 11:25:55 CST 2023","Fri May 26 11:25:59 CST 2023","3958","core.testcase","test_excel","","","","test_6[模糊查询人群包]",""
"passed","Fri May 26 11:20:58 CST 2023","Fri May 26 11:21:06 CST 2023","8099","core.testcase","test_excel","","","","test_3[删除个人活动码hq]",""
"passed","Fri May 26 11:26:04 CST 2023","Fri May 26 11:26:13 CST 2023","8025","core.testcase","test_excel","","","","test_6[删除后重新创建人群包]",""
"passed","Fri May 26 11:28:04 CST 2023","Fri May 26 11:28:13 CST 2023","8915","core.testcase","test_excel","","","","test_9[用户信息主页精确查询hq]",""
"passed","Fri May 26 11:25:08 CST 2023","Fri May 26 11:25:24 CST 2023","15861","core.testcase","test_excel","","","","test_5[活动码名称不存在查询活动码hq]",""
"broken","Fri May 26 11:21:39 CST 2023","Fri May 26 11:22:10 CST 2023","31406","core.testcase","test_excel","","","","test_4[必填项为空创建门店活动码hq]",""
"passed","Fri May 26 11:16:26 CST 2023","Fri May 26 11:16:30 CST 2023","4376","core.testcase","test_excel","","","","test_1[验证输入不存在内容多条件查询]",""
