"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 06 18:49:18 CST 2023","Sat May 06 18:49:28 CST 2023","9784","core.testcase","test_excel","","","","test_2[验证席位管理主页导出功能]",""
"passed","Sat May 06 18:50:41 CST 2023","Sat May 06 18:50:56 CST 2023","15137","core.testcase","test_excel","","","","test_3[精准查询个人活动码]",""
"passed","Sat May 06 18:48:57 CST 2023","Sat May 06 18:49:02 CST 2023","5567","core.testcase","test_excel","","","","test_1[验证修改内容是否生效]",""
"passed","Sat May 06 18:55:50 CST 2023","Sat May 06 18:55:57 CST 2023","6953","core.testcase","test_excel","","","","test_6[模糊查询人群包]",""
"failed","Sat May 06 18:46:49 CST 2023","Sat May 06 18:46:59 CST 2023","9964","core.testcase","test_excel","","","","test_1[雷达名称重复创建互动雷达]",""
"passed","Sat May 06 18:55:29 CST 2023","Sat May 06 18:55:42 CST 2023","12396","core.testcase","test_excel","","","","test_5[删除活动码]",""
"passed","Sat May 06 18:47:26 CST 2023","Sat May 06 18:47:31 CST 2023","5152","core.testcase","test_excel","","","","test_1[验证输入部分内容多条件查询]",""
"passed","Sat May 06 18:56:22 CST 2023","Sat May 06 18:56:33 CST 2023","10991","core.testcase","test_excel","","","","test_6[修改人群包]",""
"passed","Sat May 06 18:48:21 CST 2023","Sat May 06 18:48:29 CST 2023","8670","core.testcase","test_excel","","","","test_1[验证重置后查询]",""
"passed","Sat May 06 18:47:31 CST 2023","Sat May 06 18:47:36 CST 2023","5284","core.testcase","test_excel","","","","test_1[验证输入不存在内容多条件查询]",""
"passed","Sat May 06 18:47:55 CST 2023","Sat May 06 18:48:04 CST 2023","8215","core.testcase","test_excel","","","","test_1[验证雷达数据条件查询下拉列表显示雷达渠道选项]",""
"passed","Sat May 06 18:56:17 CST 2023","Sat May 06 18:56:22 CST 2023","5326","core.testcase","test_excel","","","","test_6[二次模糊查询人群包]",""
"passed","Sat May 06 18:54:07 CST 2023","Sat May 06 18:54:20 CST 2023","13152","core.testcase","test_excel","","","","test_5[必填项为空创建活动码]",""
"passed","Sat May 06 18:56:44 CST 2023","Sat May 06 18:56:51 CST 2023","7166","core.testcase","test_excel","","","","test_6[删除修改后的人群包]",""
"passed","Sat May 06 18:54:54 CST 2023","Sat May 06 18:55:12 CST 2023","17492","core.testcase","test_excel","","","","test_5[精准查询活动码]",""
"passed","Sat May 06 18:51:22 CST 2023","Sat May 06 18:51:38 CST 2023","16910","core.testcase","test_excel","","","","test_4[正常创建门店活动码]",""
"broken","Sat May 06 18:46:19 CST 2023","Sat May 06 18:46:46 CST 2023","27697","core.testcase","test_excel","","","","test_1[正常创建互动雷达]",""
"passed","Sat May 06 18:48:36 CST 2023","Sat May 06 18:48:57 CST 2023","20114","core.testcase","test_excel","","","","test_1[正常修改互动雷达]",""
"passed","Sat May 06 18:48:04 CST 2023","Sat May 06 18:48:13 CST 2023","8911","core.testcase","test_excel","","","","test_1[验证删除雷达渠道功能]",""
"passed","Sat May 06 18:55:42 CST 2023","Sat May 06 18:55:50 CST 2023","8420","core.testcase","test_excel","","","","test_6[创建空标签人群包]",""
